id,length,comment,sentiment
12235,12,ඇයි ජනාධිපති,neutral
12236,43,දෙස් විදෙස් ඇස් මවිත කරවයි මහරජානෙනි.202008,positive
12241,70,පාර්ලිමේන්තුව ඇතුලේ තව කොච්චර මිනීමරුවෝ ස්ත්රීදූෂකයෝ අපරාධකාරයෝ ඉන්නවද,negative
12243,220,මෙවැනි අපරාධකරැවන්ට ඡන්දය දෙන මිනිස්සුන්ගෙ මොළේ මඤ්ඤං. මොහු දීර්ඝකාලයක් පාර්ලිමේන්තුව නියෝජනය කළ අයෙක්. මූලික අධ්යාපන සුදුසුකමිවත් නැති අයෙක්. මොහුගේ මුළු දේශපාලන දිවියම මැරකම්වලින් පිරී තිබුණු බව අමුතුවෙන් කිවයුතු නැහැ.,negative
12245,30,රත්නපුරේ මොන්ගල් ජනතාවට ජයවේවා,negative
12246,283,මෙවන් අසිරිමත් ජාතිය ජයෙන් උදාරය්. අනේමන්ද ගෝත්රික රටවලටත් අන්තය් වගේ දැන්. මේවා වෙනවය් කිව්වේ අවරුදු පහක ඉදන් අරුන් ඩීල් දාගත්තු කාලේ ඉදන්. ලංකාව කියන්නේ ඇත්තටම කරුමක්කාර රටක් මේකේ ඉන්න බහුතර ගොබ්බ මෝඩ මිනිස්සුත් එක්ක. මොකක්ද ජානමය විකුර්තියක් තියෙනවා ඇත්ත ඇති සැටියෙන් දකින්න බැරි.,negative
12247,87,ඕකෙ ඉන්න තරම් ඉන්නෙ මිනීමරුවො ස්ත්රී දූශකයෝ පට්ට හොරු ඔය රොත්තට තව එකෙක් එක්උනා එච්චරය්,negative
12248,76,අපේ රට ගැන පුදුම කලකිරීමක් අති උනා වගේම අපේම මිනිස්සු ගැන හිතද්දි හිරිකිතයි.,negative
12249,70,3000 ක් මරපු එකෙක් ඉන්න එකේ. එකෙක් මරපු එකා එව්වම මොකද කියල එවන්න ඇති.,negative
12251,141,ලක් වැසියනී.මේ රටේ අවංකව ජීවත්වන උන්ට ඉන්න බෑ.වංචාවෙන් හා බොරුවෙන් ඉන්නා අයට පමණක් යහතින් ඉන්න හැකි සාපලත් රටක් වී හමාරයි.පව් අහිංසක මිනිස්සු,negative
12252,27,ලබනපාර මගෙ චන්දය අඩුකරගත්තා,neutral
12254,40,නීතිය බල්ලට ගිහින්ද බල්ලා නීතියට ඇවිත්ද.,negative
12255,55,2015 ට කලිනුත් බල්ලා නීතියට ගිහින් හිටියා මතක් වෙනවා බං,negative
12256,282,69 ලක්ෂය ඇතුලේ බුද්ධිමතුන් සිටිත්ද මේ ඔබේ අවධානය පිණිසයි. නීතිය කෙසේ වුවද මෙවන් පුද්ගලයන් පාර්ලිමේන්තුව තුල සිටීම යෝග්ය නොවන අතර මිනිමරුවෙක් රටේ පාලනයට දායක වීම සදාචාර සම්පන්න නොවන බව අප විශ්වාස කරමු. ශ්රීලාංකීය ජනතාව විදියට භේදයකින් තොරව මෙම පත්වීම ඉතා පිලිකුලෙන් යුතුව හෙලා දකිමු.,negative
12260,140,ඇයි යකෝ දිවුරුම් දෙන්න බැරි දැන් බඩුත් අපේ නඩුත් අපේ.රට්ටු අපිට චන්දෙ දීල පත්කර ලා තියෙන්නේ අපිට ඕනෑ විදියට රට පාලනය කරන්න අවුරුදු 5කට. 039.,negative
12262,263,බය වෙන්න එපා.තව ටික දිනකින් චොකා එළියේ.ගිහින් ජයසිරි මහා බෝඩින් වැඳලා.අස්ගිරියේ හාමුදුරුවෝ තෑගි දීල.දළදා හාමුදුරුවෝ වැඳලා වැඩ පටන් ගනී ඇමති කෙනෙක් හැටියට මිනීමරුවන් බේරාගැනීමේ අමත්යන්සයේ රට ට ත්රිවිද රත්නේ පිහිටඉ.චන්දෙ දුන්න යට අබ සරණි. තුක් නොදකින් ලංකා දේශපාලනය,negative
12265,99,අපේ හාමුදුරුවනේ දැන් බඩුත් හාමුදුරුවන්ගේ නඩුත් හාමුදුරුවන්ගේ නේද.ඉතින් අඊ මුන්ට මේක තේරෙන්නේ නැත්තේ,negative
12268,78,පාර්ලිමේන්තුවේ ඉන්න මහ එකාගෙ ඉදල පොඩි එකා දක්වාම මිනීමරුවො වෙන කොට ඕක අරුමයක්ද,negative
12279,92,හිත හොඳ මනුස්සයෙක්. වැරදි සිද්ධ නොවෙන්නේ කා අතින් ද කවදාවත් වැරදි නොකළ කෙනෙක් පළමු ගල ගසත්වා,positive
12282,118,ගෙවිඳු සරත් විමල් ගම්මන්පිල විදුර චන්න වගේ අය ඉන්නකන් මට බයක් නැහැ. රටට එරෙහිව ආණ්ඩුවට වැඩ කරන්න එයාලා ඉඩ දෙන්නේ නැහැ.,positive
12283,101,උඹට පිනට හම්බ වෙච්ච පාර්ලිමේන්තු මන්ත්රීකමයි වරප්රසාද ටිකයි විඳලා කටයි පුයි වහගෙන පාඩුවේ හිටපන් මීට ස,negative
12284,133,ඇයි ගෙවිදු එතරම් යෝග්ය නොවන බව පෙනෙන බව කියන්නේ කිසිසේත් යෝග්ය නොවන බව කියන්න කොන්ද පණ නැතිද කොන්ද කෙලින් කරගෙන ඔබේ යුතුකම ඉටු කරන්න.,positive
12285,168,මු පට්ට ගොත්රික යෙක් යුතුකම් සන්විදානයහොරකම් කරට කමක්නහ අපෙ යුතුකම වහලෙක් විම්. පාර්ලිමේන්තු ක්ර්මය ගන කිසිදු අවබොධයක් නති මොඩ යෙක්. මිනිමැර ම්නිසුන් පර්ලිමේන්තුවේ දන්.,negative
12286,11,හරි වැඩේ නේ,positive
12287,58,රෙදි අපුල්ලන්න නම් කියාපු බඩුව. ගලකුත් සබනුත් නැතුවම හෝදයි,negative
12288,162,ඒ කියන්නේ 19 වෙනි සංශෝධනයේ හොද දේවලුත් තිබිලා නේද වත්මන් රජයේ සම හරක් ඇමතිවරු කිවුව විදිහට ඒකේ ගන්න දෙයක් ඇත්තෙම නැනේ. කොහෙද ඉතින් උන්ට ඕක කියවගන්න තේරෙන එකක් යැ.,negative
12297,103,අනේ මෙහෙමත් ගොන් මෝඩ මිනිස්සු. මනුශ්ය ජීවිතයක් නැති කරන්නේ නැතුව මේ වැඩේ ලේසියෙන්ම ගොඩ දා ගන්න තිබ්බනෙ.,negative
12298,131,සමහර ගෑනුන්ට මෝල ඇවිස්සුනාම අලවංගුවක් හරි කමක් නෑ. පව් අර කසාද මනුස්සයා. ගෑනිට මිනීමරන්නේ නැතුව බෝඩිං මෑන් එක්ක පැනලා යන්න තිබ්බනේ.,negative
12299,130,එතකොට කොහොමද මිනිහගේදේපොළ ටික අරගන්නේ එකනේ මිනිහව මරලා මිනිහගේ දෙපළටිකත් අයිතිකරන්බෝඩිමේමල්ලී එක්ක ආතල් එකේ ඉන්න තමා කරලා තියෙන්නේ,negative
123,81,එතකොට සමහර ආගම්වල අවුරුදු පනහෙ නාකි පොඩි කෙල්ලො බඳිනකොට ඔය පොලිස්සිය කොහෙද හිටියේ,negative
12300,91,මල්ලි ටික දවසකින් වෙන ලාබාල ගැනියෙක් කසාද බදගනී. අක්කට කුරු ගනින්න තමා වෙන්නේ. එදාට තේරෙයි.,negative
12301,57,කොහේ හිටියත් ගෙදරට ඇවිත් ජල නලේ එලලා ගියානම් මෙහෙම වෙන්නේ,neutral
12302,337,ශුවර් එකට මේ ගෑනිගෙ අතීත කැරැට්ටුව චෙක් කරලා බැලුවොත් තව හොයා ගන්න පුළුවන් වේවි කසාද මිනිහා ජල නළ එලන්න සති ගණන් ගෙදරින් ගිහින් ඉන්න කාලෙට මේ ගෑනි තව වෙන වෙන මල්ලිල එක්ක ගෙදරම හරි රුම්වල හරි නළ එළන්න ගිහින් ඇති කියලා. මෝල වැඩි ගෑනියෙක් බිරිඳ කර ගන්න උනොත් ඉතින් අවාසනාවම තමා. කොච්චර හොඳට ආදරේ කලත් කොච්චර හොඳට සැලකුවත් පිට යන එක යනවාමයි.,negative
12304,72,බෝඩිමේ මල්ලීගෙ ගම්පළාතෙ කෙසෙල් සරුවට වැවෙනවා ඇති අක්කා මෙච්චර කැමති උනේ.,positive
12307,15,රාග ගිනි ජාලාවේ,negative
12312,47,මරණ දඩුවම හෝ ගල්ගසා මරාදමන්න ඕන ආදර්ශයක් විදිහට,negative
12315,253,ඉන්දියාවේ අවම කොරෝනා ආශාධිත ප්රමාණය ලක්ෂ 100 පනිනන්වා. මරණ ලක්ෂ 10ක් වත් වෙනවා. ඉන්දියානුවන් ලංකාව ආක්රමණය කරන්න ඉඩ තියෙනවා. ඊයේ ඉන්දියන් ඇම්බියුලන්ස් ඩැයිවර් අරන් යන කොරෝනා ආසාදිත කෙල්ලෙක් දුුෂනය කරලා. උන්ට තියන අමාරුව වගේම ලෙඩේට බය නැතිකම මේකෙන් පේනවා,negative
12316,81,ඒ අතින් අපි හරි වාසනාවන්ත යි. අපිට ඉතින් කොරොනා නැහැ නේ. අපිට නං රියලිටි ඕන තරම්.,positive
12318,47,19 20. එන්න අපි කේරලය දෙස හැරෙමු. බිමල් රත්නායක,negative
1232,39,අනේ පල පල බ්රැන්ඩික්ස් යන්ඩ. උඹල බබ්බු.,negative
12321,98,එකේ අලුතින් එකක් හැදුවා. ඉතින් අලුතින් ළමයි වැඩිපුර ගන්න පුළුවන්. ඒකෙ එක පහුගිය ආණ්ඩුවට දෙන්න ඕනැ.,neutral
12322,50,මොන වැරදි තිබුණත් අකිල විරාජ් කරපු හොඳ වටිනා වැඩක්,positive
12323,329,වැඩිපුර සිසුන් ගැනීම හොඳයි.නමුත් සුදුසුකම් නැති හෝ අඩු අය පිටරට ගොස් මුදලට උපාධි රැගෙන ඒම ඉන් අඩු නොවේ.තවද සියලු රජයේ රෝහල්වල පුරප්පාඩු ඉදිරියෙදි පිරීයාමට නියමිත බැවින් වෛද්ය උපාධිධරීන්ද රජයේ රැකියාම බලා සිටින මානසිකත්වයෙන් ඉවත් වීමට හිත හදාගත යුතුය.සෞඛ්ය කෙෂත්රයේ රජයේ වෛද්ය නිළධාරීන් සතු ඒකාධිකාරය අනාගතයේදී අභියෝගයට ලක්වනු ඇත.,positive
12326,380,ඔය කතාව 1994 ඉඳලම කියනව. 1980 ලංකාවේ රජයේ වෛද්ය නිලධාරීන් හිටියෙ 1900 විතරලු. ඒ සංඛ්යාව 1994 වෙනකොට 6000 විතර වෙලා තියෙනවා. ඒ කාලේ හැමෝම අදාල හැමෝම 2000 වෙනකොට වෛද්යවරුන්ට රජයේ රැකියා ලැබෙන්නෙ නැහැ කියල. නමුත් දැන් 2020 රජයේ වෛද්යවරු 20000 විතර ඉන්නව. වර්තමානයේ තව රජයේ වෛද්යවරුන්ට ඇබෑර්තු 10000 විතර තියෙනවා. ඒ නිසා තව අවුරුදු 20 කින් වත් වෛද්යවරුන්ට රජයේ රැකියා නැතිවෙන්නෙ නැහැ.,neutral
12328,2,එක,neutral
12334,72,අයෙත් ගිනි ගන්න හේතුව කට්ටිය කයි වරු ගහපු නිසා ගින්න නිව්වා නිව්වා කියලා,negative
12335,12,මොඩ මිනිස්සු,negative
12337,102,නේවි එකෙන් ගියට වැඩක් නෑ.ඉංදියවෙ තමා ඕක නිවන්නට හැකි හමුදා වක් ඉන්නේ. කලින් නිව්වෙත් ඉන්දියාවෙන් තමයි.,negative
12339,56,ආඃ මේ අර ඒරොබික්ස් වලට ඇරබික්ස් කියන හරි පොස් එක්කෙනානෙ.,neutral
12340,33,කිරි අම්මාවරුන්ගේ දානෙකට නම් මරැ.,positive
12344,35,අම්මෝ හයිලන්ඩ් එකේද මෙයා වැඩ කරන්නේ,neutral
12352,102,මේවා ඇහුවාම වෙලාවකට හිතෙනවා දැන් මේ දිගට හරහට ඩ්රග්ස් අල්ලනවා කියලා මීඩියාවල යන්නෙත් මහා රඟපෑමක් කියලා,negative
12353,40,පොලීසියට වඩා කුඩු අල්ලන්නේ දෙරණයි හිරුයි,neutral
12356,113,කුඩු අල්ලන්නෙත් පොලීසිය විකුණන්නෙත් පොලීසිය අල්ලන ඒවාම විකුණනවා නේද දැක්කද අන්න පුතාලා පොලිස් මාමලගෙ වැඩ ෂෝයි නේද,negative
12359,217,හැමදාම කුඩු අල්ලනවා කියලා කලේ ඇක්ටින් තමා බ්රෝ. මේ රටේ අංක එකේ ආදයම් මාර්ගය ඇපරල් තේ ටුවරිසම් සහ ෆොරින් එම්ප්ලෝයිමන්ට් නෙවේ කුඩු ඔය ලොකු ලොකු බිස්නස් ගොඩක් පිටිපස්සෙ තියෙන්නේ කුඩු සල්ලි. සැබෑ අයිතිකාරයො කුඩු මුදලාලිල.,negative
12362,19,රැවටෙමු තව රැවටෙමු.,negative
12365,62,එ දවස්වලම ලංකාඉනිවුස් මේ සිද්දි එලිදරවු කරල ලිපි පලකරල තිබුනා.,neutral
12366,91,සිරිසේන දැන් කියනව.මටමයි වෙන්නෙ.කියල. කුඩු නොබොන විකුනන්නැති ඩිලිවරි නොකරන මිනිස්සු පව් බං.,negative
12370,220,සිරිසේනත් දැනුවත්වයි මේ දේ උනේ එයා බබා නොවෙයි. එදා රනිල් දීපු ටිප් එක නිසා සිරිසේනගේ කාර්ය මණ්ඩලය කොළඹ ටජ් හෝටලේදි අල්ලස් ගනිද්දී අහු වුනා පුතයි බෑනයි යම්තමින් බේරුනේ. සිරිසේන රනිල් එක්ක නයි වයිර වෙන්න ඕකත් ලොකු හේතුවක්.,negative
12373,116,දැන් අල්ලන ඒවා ගැනත් ඔය විදියටම සැක හිතෙනවා. මෙහෙන් කුඩු අල්ලනවා අරෙහෙන් ලොකු ළුණු කිලෝවක් රුපියල් 50කින් වැඩි වෙනවා,negative
12376,71,සිරිසේන පව් අප්පා.අඩි දෙකක් උඩින් ඇවිද්දේ ඒ දවස්වල.පොර දීපු ටෝක් කොහොමද,negative
12378,56,ඔහු හොඳ පවුල් පසුබිමක් තිබෙන අයකු බවට හොඳ පවුල් පසුබිමක්,neutral
12379,34,ජාතික ජන බල වේගේට සෙට් වෙන්න අංකල්,neutral
12380,160,මොනවා නැතත් අම්ම දාල ගියත් දරුවා ව තනියෙන් බලාගන්න එකට මාගේ ස්තුතිය. මානසික ප්රශ්නයක් වගේ.නමුයි ගමුයි වයසයි පින්තුරයි.පත්තරේ දාල අසරණ දරුවාව තවත් අසරණ කරන්න එපා,positive
12382,138,බුෆේ කෑම 225 ක් දිනපතා අවුරුද්දක් පුරා බඩ පැලෙන්න කොටා බාල රටට පොල්ල තියපු අමනයෝ සෙට් එකක් ඉන්නවා දියවන්නාව මැද්දේ හැබැයි මේ කපේට අල්ලන බෑ,negative
12383,92,මට ප්රශ්නයක් තියෙනවා කොහොමද එයා ගෙවන්නැතුව ඕඩර් කරේ අනික වුනත් සල්ලි නොදුන්නොත් කෑම දෙන්නෑනෙ,negative
12384,14,මටත් ඕක හිතුණා,neutral
12386,32,ලොල් ලාල් කෑවනම් සල්ලි ගෙවපන් ඩෝ,negative
12388,83,අඩෝ සිරාවට බන්. කෑම එකක් කොළඹ ඉදන් එන්න පැය දෙකක් විතර යනවා ඇතිනේ. බොරුද කොහෙද බන්.,negative
12389,46,චිට් එකකින් පාර්ලිමේන්තුවට අරන් ඇමතිනමක් දෙන්න,neutral
12391,35,හොඳ පවුල් පසුබිමක් තියෙන පෙරේතයෙක්.,negative
12392,55,අන්තිම සවුත්තු වැඩක් වැදගත් කම ඒක හොහෙ තියෙනවා ද මෙයාගෙ,negative
12393,30,මේ රොට්වයිලර් නෙවේ බන් ලැබ්රඩෝ,neutral
12394,50,ඇති යාන්තම් නයිජීරියාවට වඩා උඩට ආවා. නයිජීරියාව 93,positive
12395,398,අවුරුදු ගානක් රට ගෙනියන්න විදේශ විනිමය එවපු මෑද පෙරදිග දුක්විදගෙන රස්සාවල් කරන මිනිස්සුන්ට තමන්ගේ රටට එන්න තහනම් කරලා මුන් හෑමදේම ලොක් කරගෙන කියනවා අපි කෝවිඩ් පාලනය කරාලු. මේ මිනිස්සුන්ට තමන්ගේ රටේ මෑරෙන්න ඉඩ දීපල්ල. මේ මිනිස්සු සල්ලි එවල පෝශනය කරපු තමන්ගේ පව්ල්වල එවුනුත් මේ මිනිස්සු එනවට විරුද්දයි.කාලකන්නි.හෑමදේම වහගෙන ඉන්න එක පාලනය නෙමෙයි යකෝ.ඒව බලල තමයි මේ පොයින්ට්ස් දීල අපිව 92 කරල තියෙන්නෙ.,negative
12396,82,දැන් අපිට විදේශ විනිමය ඕන නෑ බන්. ඕන සේරම සල්ලි රට ඇතුලෙම ප්රින්ට් කරගන්න පුළුවන්.,neutral
12397,85,මේක පිළිගන්න බෑ. අපි කෝවිඩ් මර්ධනය කරපු එකට ජාත්යන්තරයෙන් සම්මානත් ලැබුණා කිව්වා නේද.,negative
12400,62,අපි තමයි එක අපිව 92 දාන්න විදෙස් කුමන්ත්රණයක් නිසා. මීට බයියා.,negative
12401,28,මෙයට අමන්දානන්දයට පත් ටොයියා,negative
12402,49,උඹලගේ වැඩ බැරි සෑර් වැඩේ අනාගත්තම ඒකට පළි ටොයියොද,negative
12403,29,ඉක්මනටම ඉන්දියාවට පැන ගන්න ඕන,neutral
12404,101,ගෝඨාගේ කොවිඩ් මර්ධන වැඩසටහන යටතේ සුදු වෑන් එකක නොමිලේ චාරිකාවක් දිනා ගැනීම සඳහා ඔබේ මතය මෙහි පලකරන්න.,neutral
12405,266,ලංකාවෙ උන්ට තේරෙන්නේ නැහැ රෝහල් අධ්යක්ෂකට උඩින් හමුදා නිලධාරියෙක් දාලා කෝවිඩ් මරණ ගැන තොරතුරු එළියට යෑම නවත්තලා ටෙස්ට් යාන්තමින් කරලා හොඳ තත්ත්වයක් මවා පෑවම පිට රටවල් ඒව පිළිගන්නේ නැහැ කියන එක. අප්රිකාවේ ඉතා දුගී රටවල් පවා ජනගහනය අනුව ලංකාවට වඩා ටෙස්ට් කරලා තියෙනවා.,negative
12409,201,යුරෝපේ ඇමෙරිකාවේ ලෙඩ්ඩු වැහි වහල අපි 92 කෝ බන් අපි තමා ලෝකෙන්ම හොදම රටවල් අතර ඉන්නවා කියපු අපේ කට්ටිය දැන්වත් මේකට විරෝධතාවය දක්වන්න ඕන මොනා උනත් ගෝට කල විදිය හොදයි මහින්ද හරි යහපලුවෝ හරි හිටියනම් ගොඩ.,negative
12412,123,අපේ අය මේක හරියට කියවලා නෑ මේක කෝවිඩ් විතරක් නෙවෙයි අාර්ථික දේශපාලන ජීවන තත්වය වගේ දේවල් බලල හදපු වාර්තාවක්. අනේ ගොන් බයියො,negative
12414,36,නෑ ඌ සිංහල ඉංග්රීසි දෙකම දන්නා එකෙක්,neutral
12416,448,මේ ආර්ටිකල් ලියන උන් කොයි ලෝකෙ ඉඳන් මේවා ලියනවද දන්නෑ. දැන් කොහොමද කොරෝනා පාලනය කිරීම අතින් ලංකාවට වඩා ඉස්සරහින් ඉන්දියාව බ්රසීලය ඇමරිකාව වගේ රටවල් තියෙන්නේ දැන් මේ ලිස්ට් එකේ වියට්නාමය සහ තායිවානය තියෙන්නේ කොතනද ලංකාව වගේම සාර්ථකව කොරෝනා ව්යාප්තිය පාලනය කරපු රටවල් දෙකක් තමා වියට්නාමය සහ තායිවානය. චීනා තනිකරම කලේ ඇත්ත වසන් කරපු එක. අනිවාර්යයෙන් චීනෙත් කොරෝනා හින්දා ලක්ෂ ගාණක් මැරුණා උන් ඒ උනාට එළියට දැම්මේ බොහොම පොඩි ගාණක්. උන්ගේ ජාමෙ බේර ගන්න.,negative
12417,140,ගනන් ගන්න එපා මේ වාර්තාව හැදුවේ සූස්තියක් අදින ගමන්ලු. දැන් අපිට තියෙන්නේ අපිත් සූස්තියක් අදින ගමන් මේක කියවන එක එතකොට ඉල ඇදෙන්න හිනාවෙතැකි.,neutral
12418,14,එතකොට හරිද මචං,neutral
12422,163,සහකික ඇත්ත. අපේ සාර්ථකත්වය අගය කරන්න මුං කැමති නෑ. ජර්මනියෙ වැඩිම ගානත් ගිය මාසෙ වාර්තා වුනා. එක හොදක් තියෙනවා. දැන් ඔය රටවල ඉන්න ලෙඩ්ඩු අපේ රටට එන එක අඩු වෙයි නෙ.,positive
12424,180,ෆෝබ්ස් කාරයාගෙ අම්ම හීනෙන් දැක්ක රිපෝට් එකක් තමයි මේ දාල තියෙන්නෙ. ඇයි යකෝ මුගෙ ඇස් පොට්ට වෙලාද කන් බීරි වෙලාද කොවිඩ් 19 කොන්ට්රෝල් එකෙන් නොම්මර එකට ඉන්න අපි 92ට බලෙන් තල්ලු කරන්න.,negative
12425,79,ඒකනේ බං. අපි මුන්ට ගහලා ඒක පත්තරේ පලවෙන එක නවත්තලා ශේප් එකේ ඉමුද හරියට ගෝටා වගේ,negative
12426,89,හා හා මම නොමිලේ ටිකට් එකක් දෙනවා අරාබියට හරි ඉන්දියාවට හරි බ්රසිලේට හරි යන්න කැමති එකෙකුට,neutral
12428,83,ඔය උඩින් තියෙන රටවල් වල ඉන්න උන් එහාටම වෙල ඉඳපල්ල.උඹලටත් ආරස්සාවයි අපිටත් ආරස්සාවයි,neutral
12431,100,ඔය කිව්වට ඇමරිකාවේ ඉන්ගලන්තේ ලොකු ලොකු පොරවල් තව ටික දවසකින් මෙහෙ රිංගන්නේ නැද්ද බලපන්. ගොබ්බ් හැත්ත,negative
12439,108,අවුරුදු 2 නෙවෙයි තව අවුරුදු 10 ඕනෙ නෑ ගොඩනැගිලි ඔනවුනොත් සබීටා අක්කිගෙ ගොඩනැගිලි තියෙන්නේ අඩුවට ගන්න පුළුවන්,neutral
12441,76,අධිවේගි මාර්ග කමක් නෑ හා පාන් නැත්තං රන් බිස්කට් කාපන්. බදු අඩුකරලා තියෙන්නෙ,negative
12442,47,එතකොට මැටි ඇමතිට උළු ගඩොල් විකුණගන්න බැරි වෙනව.,negative
12445,33,19 අහෝසි කරන්නේ නැතුව බෑ කියන්නේ.,neutral
12446,280,මෙහෙම එකක් තිබ්බද බන් ඕව නෙමේ බන් ක්රිකට් මාෆියාව දැල්පන්දු මලල ක්රීඩා විශේෂයෙන් කායවර්දන අර ලුෂන්ට බලු සැලකිලි දැම්ම උන්. කුණුවෙලා ඕජස් ගලන ඒවා වාකරේට තියෙද්දී කොහෙවත් නැති දන්නෙත් නැති මගුල් බෝල් රුම් තහනම් කරේ එක්කෝ උඹගේ නෝනා එතැන් උන් එක්ක පටලැවිල්ලක් දාගත්ත නිසාද දන්නේ නැහැ.,negative
12447,394,මූ මේ ඇමතිකම සුපිරියට කරලා මුදල් ඕනා තරම් දෙවි මෙයාට ආණ්ඩුවෙන් ලකුණු දාගෙන ඊළඟ නායකයා වෙන්න ඕනා කරන අඩිතාලම දා ගන්නවා. මෙයා බැනුම් නාහන විදියට ඉදිරියට වැඩ කරන්න නියමිතයි. ස්ක්රිප්ට් එක තියෙන්නේ අන්න එහෙමයි. එවිට අපේ අය්යල මෙයාට හුරේ දානවා අම්බානක්. නාමල් නායකයා උනාට කමක් නැහැ කියන තැනට ජනතාව පත් වෙනවා.බලන්න වෙන්න යන්නේ ඔන්න ඕක තමා.දැනට මෙයාට අති බහුතර ජනතාව කැමැති නැහැ හම්බන්තොට චන්ද තිබ්බට.,negative
12448,155,ඇත්ත මේක යක්. තව වසර 10යකින් දැන් ඉන්න තරුණ පරපුර ඉලක්ක කරගෙන ගහන ගැටයක් මේක මොකද මු මෙලෝ රහක් නැති එකෙක් නායකකම ඇඟේ කොහෙවත් නැහැ මහා ගොබ්බ වැඩ මුගේ තිබුනේ,negative
12449,48,නැට්ට නැති හරකෙක්. රටේ ජාතික පුෂ්පයටත් අගෞරවයක්.,negative
12450,42,ජාතික පුෂ්පය නාමල නෙවෙ ජාතික වෘක්ෂය නා ගස.,neutral
12454,56,කිසිම හේතුවක් ලියුමෙ ඉදිරිපත් කරන්නේ නැතිව නිකම්ම තහනම්.,neutral
12455,78,බෝල් රූම් කිව්වම මූලනේ පාක්ෂිකයන් වැරදි වැටහීමක් ඇතිකරගනී කියලා වෙන්න පුළුවන්.,neutral
12456,26,රටේ විශාලතම ගැටලුව විසඳුණා,positive
12458,21,මේක ජෝන්සෝන්ගේ වැඩක්.,negative
12461,42,අනාගත ජනපති වීමට හොදට පාර කපාගෙන යන පාටයි.,neutral
12462,112,වෙන රටවල ක්රීඩා අමෙතිවරු මේ වැනි දේවල් ක්රීඩා විෂය පථයට ඇතුලත් කරනකොට මු ඒවා කපලා දානවා. මදැයි පුදනකොටම කාපි යකා,negative
12464,35,අනේ ඉතින් මූත් මොනව හරි කරන්න එපායෑ,negative
12473,55,දැන් ඉතින් මොකද වෙන්නේ ලොකු ළුණු කිලෝ එකේ මිල අඩු වෙයිද,neutral
12475,75,ඇත්තටම මොක්කුද බං මේ.මිනිස්සුත් නෙමෙයි සත්තුත් නෙමෙයි.මොන ජාතියෙ උන්ද මන්දා,negative
12477,110,යහපාලනේ දිගටම තිබුනානම් මේ වගේ අය අපේ රටෙත් වැහි වැහැලා ඉන්න තිබුනා. වයර් මාරු වෙලා සමාජය කෙළෙසන හැත්තක් මුන්.,negative
12478,70,බයවෙන්න එපා. ඒවා ඉදිරියට ගෙනියන්න තමයි පුපඉරාජයාට ඔය පෝස්ට් එක දුන්නේ.,negative
12479,148,හරියට හරි දැන් ඒ වගේ 039039 වැඩ වෙන්නෙ නෑ. වෙන්නෙ මිනීමරුවො වෙලා මරණ දඬුවම් නියම වෙච්චි එවුන් ගිහින් රටේ නීති සම්පාදනය කරන එක වගේ සුලු දේවල් විතරයි.,negative
12481,95,කෙල්ලෙක් කොල්ලෙක් ද මූ. අනේ මන්දා ලෝකෙට ප්රයෝජනයක් තිබ්බ එකෙක් මේ. මොනා උනත් මිනිස් ජීවිතයක්නේ.,positive
12483,8,අතරමැදි.,neutral
12488,58,අපි පේරා වලට විමලෙවයි කොලඹට රත්ත්රන් රෝහිතවයි පත් කරමුද ස.,neutral
12489,255,අනේ බන් මුන්ගේ මහාචාර්ය පට්ටන්. අපිත් මුන්ගෙන් ඉගෙනගත්තා තමා මුන් කරන හැටි අපිනේ දන්නේ. කොහෙහරි රටක එකක් කොපිකරලා කරනවා ඕකතමයි ලංකාවේ මහාචාර්ය කෙරුවාව. හැබැයි එකක් කියන්න වෙනවා ජපුරේ ඉගෙනගන්න කෙල්ලොටිකයි රැකියාව කරන ගැනුටිකයි පොඩ්ඩක් පරෙස්සම් වෙන්න වෙනවා.,negative
12498,52,මෙයාගෙ පෙට්ටියවත් කඩාගෙන නැත්ද දන්නෙ නැහැ. පවු අප්පා,negative
125,67,කොමෙන්ට්ස් දෑක්කම පොඩි සතුටක් තියනව ගන්කබරයින්ගෙ අඩුවක් පෙනෙන නිසා.,negative
12500,234,උඹත් එකයි උබට ලයික් දාපු මිනිසුන් සහ තිරිසනුන් නොවන කොට්ඨාශ යට අයිති එවුන් ටිකත් එකයි. තොපි වගේ එවුන් තමයී කෙල්ලන්ගේ මිනිය පාවා කුලියට ගන්නේ. සමාජයට උබලා පිළිලයක්. උබලා ගෙ පවුලේ කෙනෙක්ට මෙහෙම වෙලා අපි කිව්වනම් උඹ මොකද කරන්නේ. අවලම් කම,negative
12501,131,ඉඩම් වෙන්දේසි සමාගම් කොහොම හරි වැරදි වහල සල්ලි දීල අනුමැතිය අරගෙන ඉඩම් විකිනීම කරනව.ජනතාව රැවටෙනවා.නීති දැඩිව ක්රියාත්මක කල යුතුමය.,negative
12503,18,පවු ලස්සන කෙල්ලෙක්,positive
12505,104,පොලිස් පරීක්ෂණයේ නිගමනය තාප්පය ඉතා ආරක්ෂිත ලෙස ඉදිකර තිබුනත් කාලගුණය හා තරුණියගේ අවාසනාව නිසා කඩා වැටුනි,negative
